"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","id"
"Eberhard-Gothein-Schule","U2, 2-4","68161","Mannheim","Sonstige Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Theodor-Schwann-Kolleg Neuss","Kaarster Str. 14","41462","Neuss","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"IGS Helpsen","Leveser Allee 2","31691","Helpsen","Gesamtschulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Eringerfeld","Steinhauser Straße 8","59590","Geseke","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","0"
"Nelson-Mandela-Schule (ehem. Städtische Hauptschule Rendsburger Platz)","","","","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","21445"
"Ganztagsgrundschule Lindenhof","Neptunweg 11","39118","Magdeburg","Grundschulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufsbildungszentrum Schleswig","Flensburger Str 19b","24837","Schleswig","Berufsbildende Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Adalbert-Stifter-Gymnasium","Leonhardstr. 8","44575","Castrop-Rauxel","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","1"
"Markgraf-Albrecht-Gymnasium","Werbenerstr. 1","39606","Osterburg","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","0"
"Stiftisches Humanistisches Gymnasium Mönchengladbach","Abteistr. 17","41061","Mönchengladbach","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","1"
"Grünauer Schule","Walchenseestraße 40","","","Berlin","","","Schule ohne Rassismus - Schule mit Courage","0"
"Albert-Schweitzer-Schule","Waldstr. 113","63071","Offenbach","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","0"
"Lippe Berufskolleg Lünen","Dortmunder Str. 44","44536","Lünen","Berufsbildende Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Konrad-Wachsmann-Oberschule","Geithainer Str. 12","12627","Berlin","Sonstige Schulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"IGS Stromberg","Rother Weg 19","55442","Stromberg","Gesamtschulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gemeinschaftsgrundschule Erich Kästner","Dohler Str. 12","41238","Mönchengladbach","Grundschulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Max-Reger-Mittelschule Weiden","Ulrich-Schönberger-Str. 3","92637","Weiden","Sonstige Schulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Kaufmännische Schule Göppingen","Chr.-Grüninger-Str. 12","73035","Göppingen","Berufsbildende Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Grundschulverbund Wichern-Lohe","Schulstraße 69 - 73","32547","Bad Oeynhausen","Grundschulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"GGS Hermannstraße","Hermannstr. 5","52222","Stolberg","Grundschulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Mittelschule Zellingen","Lerlachstr. 2","97225","Zellingen","Sonstige Schulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Phoenix-Gymnasium Wolfsburg-Vorsfelde","Carl-Grete-Str. 37","38448","Wolfsburg","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Augusta-Bender-Schule Mosbach","Schillerstr. 2","74821","Mosbach","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Rainer-Werner-Fassbinder-Fachoberschule für Sozialwesen","Schlierseestraße 47","81539","München","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"IGS Bad Salzdetfurth","Birkenweg 38","31162","Bad Salzdetfurth","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Theodor-Heuss-Gymnasium","Gymnasiumstr. 70","74072","Heilbronn","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Theresien-Gymnasium München","Kaiser-Ludwig-Platz 3","80336","München","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Schulzentrum Carl-von-Ossietzky – Oberschule","Georg-Büchner-Str. 5","27574","Bremerhaven","Bremen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Friedrich-Eugens-Gymnasium","Silberburgstr. 86","70176","Stuttgart","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Albert-Schweizer-Gymnasium","Dr.-Ascher-Weg 1","74564","Crailsheim","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Ernst-Abbe-Gymnasium","Ernst-Abbe-Platz 1","73447","Oberkochen","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Ludgerus-Schule Vechta","Lattweg 34","49377","Vechta","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Willy-Brandt-Gesamtschule","Am Friedrichsberg 30","59192","Bergkamen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Europäische Gesamtschule Insel Usedom","Lindenstr. 112","17419","Seebad Ahlbeck","Mecklenburg-Vorpommern","","","Schule ohne Rassismus - Schule mit Courage","0"
"ecolea Internationale Schule Rostock","Fritz-Reuter-Str. 10","18119","Rostock-Warnemünde","Mecklenburg-Vorpommern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Rheinkamp Europaschule Moers","Kopernikusstr. 8","47445","Moers","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","0"
"Herder-Gymnasium der Stadt Minden","Brüningstr. 2","32427","Minden","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","0"
"Edith-Stein-Realschule","Aschenbrennerstr. 6","92331","Parsberg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium in den Pfarrwiesen Sindelfingen","Pfarrwiesenallee 1 - 3","71067","Sindelfingen","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Alfred-Delp-Schule","Auf der Leer 10","64807","Dieburg","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Walter-Gropius-Gymnasium Selb","Hochenberger Str. 90","95100","Selb","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Ellenrieder Gymansium Konstanz","Brauneggerstr. 29","78462","Konstanz","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Grundschule am Schererplatz","Schererplatz 3","81241","München","Bayern","","","Schule ohne Rassismus - Schule mit Courage","2"
"Förderzentrum ""Clemens Winkler""","Am Wiesengrud 1","09618","Brand-Erbisdorf","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Grundschule Bad Schmiedeberg","Torgauer Str. 32a","06905","Bad Schmiedeberg","Sachsen-Anhalt","","","Schule ohne Rassismus - Schule mit Courage","0"
"Friedrich-Magnus-Schwerd Gymnasium Speyer","Vincentiusstr. 5","67346","Speyer","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Ricarda-Huch-Schule Hannover","Bonifatiusplatz 15","30161","Hannover","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Privates Berufliches Schulzentrum Coburg","Parkstraße 49","96450","Coburg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Elisabeth-von-Thadden-Schule","Klostergasse 2-4","69123","Heidelberg","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Drei-Burgen-Schule Felsberg","Untere Birkenallee 21","34587","Felsberg","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Mittelschule Parsberg","Aschenbrennerstr. 8","92331","Parsberg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Private Schulen Breitschaft","Salzburgergasse 1","93047","Regensburg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Rabanus-Maurus-Gymnasium","117er Ehrenhof 2","55118","Mainz","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Mallinckrodt-Gymnasium Dortmund","Südrandweg 2-4","44139","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Städtisches Gymnasium Kamen","Hammerstr. 19","59174","Kamen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Nelson-Mandela-Schule (ehem. Sekundarschule Bochum-Ost)","Stiftstr. 25","44892","Bochum","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Overbergschule","Don-Bosco-Straße 52","46397","Bocholt","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Evangelische Schule ""Dr. Eckart Schwerin""","Am Prahmer Berg 20","19230","Hagenow","Mecklenburg-Vorpommern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Martinsschule","Hirschberger Allee 2","68526","Ladenburg","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Reinhold-Burger-Schule","Neue Schönholzer Str. 32","13187","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","1"
"Freie Oberschule Fürstenwalde","Goetheplatz 15a","15517","Fürstenwalde","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Friedrich-Schiller-Realschule plus","Mörscher Straße 11","67227","Frankenthal","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Immanuel-Kant-Gesamtschule","Kantstraße 17","14612","Falkensee","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","1"
"Grundschule an der Peckwisch","Tornower Weg 26-34","13439","Berlin","Berlin","","","Schule ohne Rassismus - Schule mit Courage","0"
"Klosterfeldschule","Berlinerstr. 31","73479","Ellwangen","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Ferdinand-Sauerbruch-Gymnasium","Melanchthonstr. 21","01900","Großröhrsdorf","Sachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gerhart-Hauptmann-Gymnasium","Dahlmann Str. 40","23966","Wismar","Mecklenburg-Vorpommern","","","Schule ohne Rassismus - Schule mit Courage","0"
"Neues Gymnasium Glienicke","Schönfließer Straße 14-16","16548","Glienicke / Nordbahn","Brandenburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Gymnasium Bondenwald","Bondenwald 14 b","22453","Hamburg","Hamburg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Johann-Comenius-Schule Thesdorf","Horn 5","25421","Pinneberg","Schleswig-Holstein","","","Schule ohne Rassismus - Schule mit Courage","1"
"Realschule Uetze","Marktsraße 6","31311","Uetze","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Graf-Engelbert-Schule","Königsallee 77-79","44789","Bochum","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","2"
"Theodor-Heuss-Schule","Schulstraße 35","72764","Reutlingen","Baden-Württemberg","","","Schule ohne Rassismus - Schule mit Courage","0"
"Anita-Lichtenstein-Gesamtschule","Pestalozzistr. 27","52511","Geilenkirchen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","2"
"Integrierte Gesamtschule Kastellaun","Albert-Schweizer-Straße","56288","Kastellaun","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Oberschule Habenhausen","Bunnsackerweg 2","28279","Bremen","Bremen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Realschule Hohenwedel","Am Hohen Felde 40","21682","Stade","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Hauptschule Westerfilde (geschlossen am 31.067.2017)","Im Odemsloh 107","44357","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","3"
"Theodor-Heuss-Gymnasium","Freiastr. 10","67059","Ludwigshafen","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Reinoldi-Sekundarschule (ehem. Sekundarschule Westerfilde)","Im Odemsloh 107","44357","Dortmund","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","3"
"Städtische Realschule Löhne","Königstr. 47","32584","Löhne","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Integrierte Gesamtschule und Realschule plus Morbach","Klosterweg 7","54497","Morbach","Rheinland-Pfalz","","","Schule ohne Rassismus - Schule mit Courage","0"
"Berufskolleg Wirtschaft des Kreises Heinsberg","Erlenweg 2","52511","Geilenkirchen","Nordrhein-Westfalen","","","Schule ohne Rassismus - Schule mit Courage","1"
"August-Benninghaus-Schule","Am Kattenboll 10","49577","Ankum","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Michaelschule Oberschule Papenburg","Splitting links 23/24","26871","Papenburg","Niedersachsen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Dietrich-Bonhoeffer-Gymnasium Wiehl","Hauptstr. 81","51674","Wiehl","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","1"
"Adam-Kraft-Realschule","Lutherplatz 4","90459","Nürnberg","Realschulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Franz-Stock-Gymnasium","Berliner Platz 5","59759","Arnsberg","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","1"
"Geschwister-Scholl-Gymnasium","Friedrich-Heene-Straße 11","67061","Ludwigshafen","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","0"
"Kastulus-Realschule Moosburg","Breitenbergstraße 22","85368","Moosburg","Realschulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Städtische Realschule Ennepetal","Breslauer Platz 1","58256","Ennepetal","Realschulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Mittelschule am Schlossberg Regenstauf","Hauzensteiner Straße 52","93128","Regenstauf","Sonstige Schulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Helene-Lange-Schule","Marschweg 38","26122","Oldenburg","Gesamtschulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Realschule Blankenheim","Finkenberg 8","53945","Blankenheim","Realschulen","","","Schule ohne Rassismus - Schule mit Courage","2"
"GS Hadmersleben","Holzgasse 1","39387","Oschersleben","Grundschulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Thusneldaschule","Thusneldastraße 5","90482","Nürnberg","Sonstige Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatl. gen. Berufsfachschule für Kosmetik","Nopitschstr. 20","90441","Nürnberg","Berufsbildende Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Schulze-Delitzsch-Schule","Welfenstr. 13","65189","Wiesbaden","Hessen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Staatliche Regelschule ""Geschwister Scholl""","Fischhof 5","99631","Weißensee","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Otto-Schwerdt-Mittelschule Regensburg","Kirchfeldallee 6","93055","Regensburg","Bayern","","","Schule ohne Rassismus - Schule mit Courage","1"
"Wartenbergschule","Weimarische Straße 42","99428","Niederzimmern","Thüringen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Josef-Pieper-Schule","Salinenstraße 109","48432","Rheine","Berufsbildende Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Freie Mittelschule Weißenberg","Reichenbacher Str. 2","02627","Weißenberg","Sonstige Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtische und Staatliche Wirtschaftsschule Nürnberg","Nunnenbeckstraße 40","90489","Nürnberg","Sonstige Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Peutinger Gymnasium Augsburg","An der Blauen Kappe 10","86152","Augsburg","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufliches Schulzentrum Matthäus Runtinger, Haus 2 (BOS & BFS)","St.-Peters-Weg 17","93047","Regensburg","Berufsbildende Schulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Dag-Hammarskjöld-Gymnasium","Frauenlandplatz 5","97074","Würzburg","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","0"
"Carl-Theodor-Schule","Goethestraße 19a","68723","Schwetzingen","Berufsbildende Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Seeackerschule","Carlo-Schmid-Str. 39","90765","Fürth","Sonstige Schulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"OSZ (Oberstufenzentrum) Handel I, Abt. 1","Wrangelstraße 98","10977","Berlin","Berufsbildende Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Evangelisches Ratsgymnasium Erfurt","Meister-Eckehart-Str. 1","99084","Erfurt","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","0"
"Westpfalzschule","In der Naßerde 30","67685","Weilerbach","Realschulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Rosa-Parks-Schule","Fritz-Erler-Straße 2","45701","Herten","Gesamtschulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Hardenstein-Gesamtschule","An der Wabeck 4","58456","Witten","Gesamtschulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Friedrich-Schiller-Gymnasium","Pestalozzistr. 50","70736","Fellbach","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","0"
"Anna-Zillken-Berufskolleg","Arndtstraße 5","44135","Dortmund","Berufsbildende Schulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Markgräfin-Wilhelmine-Gymnasium","Königsallee 17","95448","Bayreuth","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","1"
"Hermann-Vöchting-Gymnasium Blomberg","Ostring 14","32825","Blomberg","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","1"
"Humboldt-Gymnasium","Humboldtstraße 30","31812","Bad Pyrmont","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","1"
"Kooperative Realschule plus Adolf-Diesterweg","Adolf-Diesterweg-Straße 65","67071","Ludwigshafen","Realschulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Lessing-Realschule","Lessingstr. 1","79100","Freiburg","Realschulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Rivius-Gymnasium Attendorn","Westwall 48","57439","Attendorn","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","1"
"Erasmus-von-Rotterdam-Gymnasium","Konrad-Adenauer-Ring 30","41747","Viersen","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","1"
"Gymnasium Bad Aibling","Westendstr. 6a","83043","Bad Aibling","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","1"
"Berufskolleg Jülich","Bongardstr. 15","52428","Jülich","Berufsbildende Schulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"CJD Christophorusschule Nienburg","Zeisigweg 2","31582","Nienburg","Sonstige Schulen","","","Schule ohne Rassismus - Schule mit Courage","1"
"Friedrich-Ebert-Schule","Weddinghofer Straße 97","59174","Kamen","Grundschulen","","","Schule ohne Rassismus - Schule mit Courage","0"
"Städtisches Gymnasium Herten","Gartenstraße 40","45699","Herten","Gymnasien","","","Schule ohne Rassismus - Schule mit Courage","0"
